PDBID	CHAIN	EMBID	size	Tm	Te	taxid	organism	group
2P0S	A	AAQ66075.1	143.0		37.0	242619.0	porphyromonas_gingivalis	Bacteria
3ULJ	A	AAI67886.1	90.0			8364.0	xenopus_tropicalis	Eukaryota
3VPB	A	BAB66577.1	282.0		75.0	273063.0	sulfolobus_tokodaii	Archaea
4OGQ	C	BAB74151.1	333.0		23.0	103690.0	nostoc_sp	Bacteria
2YIJ	A	CAB78857.1	419.0		25.0	3702.0	arabidopsis_thaliana	Eukaryota
2HSN	A	DAA08354.1	160.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
1GQ2	A	AAA49450.1	555.0			8932.0	columba_livia	Eukaryota
2RHS	B	BAE05131.1	800.0		34.0	1283.0	staphylococcus_haemolyticus	Bacteria
2GNP	A	AAK74426.1	266.0		37.0	170187.0	streptococcus_pneumoniae	Bacteria
2YX1	A	AAB98887.1	336.0		84.0	2190.0	methanocaldococcus_jannaschii	Archaea
1JYA	A	AAS58593.1	130.0		37.0	633.0	yersinia_pseudotuberculosis	Bacteria
3GZ5	A	AAN55030.1	240.0		30.0	70863.0	shewanella_oneidensis	Bacteria
4MFG	A	CAJ69635.1	168.0			272563.0	peptoclostridium_difficile	Bacteria
2INU	A	AAZ66341.1	410.0		33.0	159251.0	bacillus_sp	Bacteria
4C1W	A	CAI94566.1	188.0		37.0	1313.0	streptococcus_pneumoniae	Bacteria
4O1R	A	ACC81364.1	142.0		20.0	63737.0	nostoc_punctiforme	Bacteria
4JHC	A	BAA35895.2	215.0		36.0	83333.0	escherichia_coli	Bacteria
3PF4	A	CAB12738.1	67.0		35.0	1423.0	bacillus_subtilis	Bacteria
4K7X	A	BAG45919.1	333.0		29.0	395019.0	burkholderia_multivorans	Bacteria
4RP3	A	AAS65308.1	98.0		25.0	7227.0	drosophila_melanogaster	Eukaryota
4P1L	A	ABE59826.1	326.0		32.0	290398.0	chromohalobacter_salexigens	Bacteria
3GM8	A	ABR38109.1	801.0		37.0	435590.0	bacteroides_vulgatus	Bacteria
1RL2	A	BAA31210.1	137.0		65.0	1422.0	geobacillus_stearothermophilus	Bacteria
1UKW	A	AAS81125.1	379.0		72.0	274.0	thermus_thermophilus	Bacteria
2BWF	A	CAA89774.1	77.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
4GGC	A	AAH09426.1	318.0		37.0	9606.0	homo_sapiens	Eukaryota
4K26	A	AAB33601.1	276.0			10090.0	mus_musculus	Eukaryota
4R9X	A	AAT32217.1	233.0		37.0	1392.0	bacillus_anthracis	Bacteria
4I9X	A	AAT68307.1	215.0			295027.0	human_cytomegalovirus	Virus
4ARU	A	AFG25721.1	413.0		31.0	569.0	hafnia_alvei	Bacteria
3EWI	A	BAC39813.1	168.0			10090.0	mus_musculus	Eukaryota
2Q04	A	ACB61690.1	211.0		29.0	262543.0	exiguobacterium_sibiricum	Bacteria
2OV9	A	ABG97595.1	216.0		29.0	101510.0	rhodococcus_jostii	Bacteria
2UZ0	A	AAK74766.1	263.0		37.0	1313.0	streptococcus_pneumoniae	Bacteria
3VVM	A	BAI70379.1	394.0		27.0	58340.0	streptomyces_lavendulae	Bacteria
1VH8	A	AAC22331.1	170.0		37.0	727.0	haemophilus_influenzae	Bacteria
3IN6	A	ABI67535.1	148.0		36.0	335541.0	syntrophomonas_wolfei	Bacteria
1PL8	A	AAA66064.1	356.0		37.0	9606.0	homo_sapiens	Eukaryota
4GLX	A	AAA24070.1	586.0		36.0	83333.0	escherichia_coli	Bacteria
4L0J	A	AAQ98619.1	287.0		37.0	562.0	escherichia_coli	Bacteria
2BL9	A	CAA66805.1	238.0			5855.0	plasmodium_vivax	Eukaryota
1XGK	A	EAA59190.1	352.0		31.0	162425.0	emericella_nidulans	Eukaryota
3H0L	A	AAC06569.1	478.0		90.0	63363.0	aquifex_aeolicus	Bacteria
4O5P	A	AAG06678.1	884.0		37.0	208964.0	pseudomonas_aeruginosa	Bacteria
1IBJ	A	AAM45099.1	464.0		25.0	3702.0	arabidopsis_thaliana	Eukaryota
3NTN	A	AAD43465.1	220.0		36.0	480.0	moraxella_catarrhalis	Bacteria
4QHE	A	CAA46925.1	285.0		37.0	9606.0	homo_sapiens	Eukaryota
1NZJ	A	BAB96721.2	298.0		37.0	562.0	escherichia_coli	Bacteria
1ECF	A	AAN43901.1	504.0		37.0	562.0	escherichia_coli	Bacteria
2E3H	A	AAA35693.1	90.0		37.0	9606.0	homo_sapiens	Eukaryota
2FJI	1	CAA86155.1	399.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
3OF1	A	DAA08515.1	246.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
1KVE	B	BAA03405.2	77.0		25.0	4920.0	millerozyma_farinosa	Eukaryota
1PB1	A	AAA24006.1	416.0		37.0	562.0	escherichia_coli	Bacteria
4C9R	A	AAI23918.1	182.0			8364.0	xenopus_tropicalis	Eukaryota
4QED	A	AFN69430.1	248.0		32.5	1282.0	staphylococcus_epidermidis	Bacteria
2ZBC	A	BAB65283.1	83.0		75.0	273063.0	sulfolobus_tokodaii	Archaea
1VPE	A	AAD35771.1	398.0		79.0	2336.0	thermotoga_maritima	Bacteria
2X8R	A	EBA27233.1	210.0			330879.0	neosartorya_fumigata	Eukaryota
3G6N	A	OUK07943.1	191.0		37.0	1352.0	enterococcus_faecium	Bacteria
1NQ6	A	AAC45554.1	302.0		28.0	1944.0	streptomyces_halstedii	Bacteria
2FCW	A	AAA51553.1	109.0		37.0	9606.0	homo_sapiens	Eukaryota
2GJD	A	CAA57888.1	157.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
4FEI	A	AAF11246.1	102.0		30.0	243230.0	deinococcus_radiodurans	Bacteria
1TKS	A	AOW26854.1	204.0		26.0	237561.0	candida_albicans	Eukaryota
4FVC	A	ADM37075.1	166.0		30.0	655816.0	bacillus_subtilis	Bacteria
1VMJ	A	AAD35805.1	151.0		75.0	243274.0	thermotoga_maritima	Bacteria
3ED1	A	BAE45340.1	365.0			39947.0	oryza_sativa	Eukaryota
1VMB	A	AAD35688.1	140.0		79.0	2336.0	thermotoga_maritima	Bacteria
4I1S	A	ABS29718.1	243.0			9823.0	sus_scrofa	Eukaryota
2OXO	A	AAA96562.1	103.0			38018.0	unidentified_phage	Virus
2QC5	A	AAC61670.1	300.0		35.0	29382.0	staphylococcus_cohnii	Bacteria
3QWT	A	AAV76933.1	381.0		37.0	54388.0	salmonella_paratyphi	Bacteria
3CJ1	A	AAD42303.1	456.0			10116.0	rattus_norvegicus	Eukaryota
3IR4	A	AAL20095.1	218.0			99287.0	salmonella_typhimurium	Bacteria
1HA4	A	AAH70241.1	87.0	78.0	37.0	9606.0	homo_sapiens	Eukaryota
1CP9	B	AAP86197.1	553.0		36.3	587.0	providencia_rettgeri	Bacteria
1GZ6	A	AAB49519.1	319.0			10116.0	rattus_norvegicus	Eukaryota
3W9A	A	EAU86087.1	245.0		24.0	240176.0	coprinopsis_cinerea	Eukaryota
1OI0	A	AAB89058.1	124.0		81.0	2234.0	archaeoglobus_fulgidus	Archaea
3GVI	A	CAJ11883.1	324.0		37.0	359391.0	brucella_abortus	Bacteria
1HDK	A	AAI19713.1	141.0		37.0	9606.0	homo_sapiens	Eukaryota
1PV9	A	AAC61259.1	348.0		100.0	2261.0	pyrococcus_furiosus	Archaea
3S11	A	AAL31387.1	331.0			11320.0	influenza_a	Virus
4LJO	A	BAB84970.1	223.0		37.0	9606.0	homo_sapiens	Eukaryota
1ZCB	A	AAA37649.1	362.0			10090.0	mus_musculus	Eukaryota
4D9I	A	BAE76937.1	398.0		36.0	83333.0	escherichia_coli	Bacteria
3CP5	A	ACA83734.1	124.0		65.0	29549.0	rhodothermus_marinus	Bacteria
1JY1	A	AAH15474.1	464.0		37.0	9606.0	homo_sapiens	Eukaryota
4EYC	A	CAG46759.1	107.0		37.0	9606.0	homo_sapiens	Eukaryota
1R55	A	AAM80482.1	214.0		37.0	9606.0	homo_sapiens	Eukaryota
3M91	A	CCP44890.1	51.0		37.0	83332.0	mycobacterium_tuberculosis	Bacteria
1HR6	A	CAA31804.1	475.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
1JIL	A	BAF67894.1	420.0		37.0	1280.0	staphylococcus_aureus	Bacteria
3C8O	A	CAW28284.1	162.0		32.3	287.0	pseudomonas_aeruginosa	Bacteria
3RHB	A	AAO39931.1	113.0		25.0	3702.0	arabidopsis_thaliana	Eukaryota
3JTX	A	CAM08322.1	396.0		37.0	122587.0	neisseria_meningitidis	Bacteria
2CX7	A	BAD70224.1	130.0		72.0	274.0	thermus_thermophilus	Bacteria
3GNJ	A	ACL22883.1	111.0		34.0	272564.0	desulfitobacterium_hafniense	Bacteria
3OG6	A	AAI17483.1	196.0		37.0	9606.0	homo_sapiens	Eukaryota
2C4W	A	AAD08081.1	176.0		37.0	210.0	helicobacter_pylori	Bacteria
4BAS	A	CBH13547.1	199.0		30.0	185431.0	trypanosoma_brucei	Eukaryota
2GAO	A	CAB66658.1	208.0		37.0	9606.0	homo_sapiens	Eukaryota
4H17	A	AAN67445.1	197.0		27.0	160488.0	pseudomonas_putida	Bacteria
2V3U	A	AAA17829.1	265.0			10116.0	rattus_norvegicus	Eukaryota
3K7C	A	CAL34371.1	114.0		39.0	197.0	campylobacter_jejuni	Bacteria
1YJE	A	AAH97313.2	264.0			10116.0	rattus_norvegicus	Eukaryota
4HPP	A	AAG08893.1	443.0		37.0	208964.0	pseudomonas_aeruginosa	Bacteria
4LPQ	A	ACZ29643.1	207.0		29.0	446471.0	xylanimonas_cellulosilytica	Bacteria
2GKG	A	AAC98490.1	127.0		30.0	34.0	myxococcus_xanthus	Bacteria
2CJL	A	CAD55444.1	204.0		27.0	1902.0	streptomyces_coelicolor	Bacteria
3MFY	A	BAA31102.1	588.0		95.0	70601.0	pyrococcus_horikoshii	Archaea
3APU	A	EAW87417.1	190.0		37.0	9606.0	homo_sapiens	Eukaryota
2YJ3	A	AAK43003.1	263.0		74.0	273057.0	sulfolobus_solfataricus	Archaea
3QF7	A	AAD36703.1	365.0		79.0	2336.0	thermotoga_maritima	Bacteria
4DS1	A	AAB64894.1	97.0		28.0	559292.0	saccharomyces_cerevisiae	Eukaryota
2V0O	A	AAH14311.1	276.0		37.0	9606.0	homo_sapiens	Eukaryota
4BDX	A	AAA70224.1	85.0		37.0	9606.0	homo_sapiens	Eukaryota
3S6I	A	AAC49524.1	228.0		25.0	284812.0	schizosaccharomyces_pombe	Eukaryota
1ZCJ	A	AAH89777.1	463.0			10116.0	rattus_norvegicus	Eukaryota
3APT	A	BAD70150.1	310.0		71.0	300852.0	thermus_thermophilus	Bacteria
4H6C	A	PNR55707.1	195.0			3218.0	physcomitrella_patens	Eukaryota
3TSA	A	AAG23268.1	391.0		28.0	60894.0	saccharopolyspora_spinosa	Bacteria
4F06	A	ABD06975.1	371.0		29.0	316058.0	rhodopseudomonas_palustris	Bacteria
3DUW	A	AAS40968.1	223.0		30.0	222523.0	bacillus_cereus	Bacteria
2X36	A	BAG51690.1	207.0		37.0	9606.0	homo_sapiens	Eukaryota
3JVD	A	BAB99437.1	333.0		30.0	1718.0	corynebacterium_glutamicum	Bacteria
2EUC	A	BAA22316.1	130.0		35.0	1423.0	bacillus_subtilis	Bacteria
2O56	A	AAL22692.1	407.0			99287.0	salmonella_typhimurium	Bacteria
1U02	A	CAC12334.1	239.0		59.0	2303.0	thermoplasma_acidophilum	Archaea
1L6S	A	AAB52499.1	323.0		37.0	562.0	escherichia_coli	Bacteria
3EJK	A	ABB40489.1	174.0		32.0	207559.0	desulfovibrio_alaskensis	Bacteria
4C8D	A	AAH01202.1	349.0		37.0	9606.0	homo_sapiens	Eukaryota
4MUR	A	PNY32461.1	211.0		37.0	1353.0	enterococcus_gallinarum	Bacteria
4QBD	B	AAF56733.2	155.0		25.0	7227.0	drosophila_melanogaster	Eukaryota
2WN3	A	EAL70650.1	254.0		23.0	366501.0	dictyostelium_discoideum	Eukaryota
1YKD	A	BAA13999.1	398.0		24.0	1167.0	anabaena_sp	Bacteria
2GZM	A	OPD55701.1	267.0		37.0	1392.0	bacillus_anthracis	Bacteria
1BHD	A	CAA48829.1	118.0		37.0	9606.0	homo_sapiens	Eukaryota
1Z7H	A	CAA29564.1	447.0		37.0	1513.0	clostridium_tetani	Bacteria
2Q3L	A	ABO24968.1	126.0		21.0	323850.0	shewanella_loihica	Bacteria
1SQJ	A	BAC22065.1	789.0		25.0	203496.0	geotrichum_sp	Eukaryota
3C4Z	A	AAA30752.1	543.0			9913.0	bos_taurus	Eukaryota
3AYX	B	BAK19333.1	283.0		37.0	28885.0	hydrogenovibrio_marinus	Bacteria
4DWO	A	AAO78458.1	279.0		37.0	226186.0	bacteroides_thetaiotaomicron	Bacteria
1IQV	A	BAA30651.1	218.0		95.0	53953.0	pyrococcus_horikoshii	Archaea
3EGG	C	AAB72005.1	170.0			10116.0	rattus_norvegicus	Eukaryota
3MQH	A	CAP45169.1	192.0		34.0	340100.0	bordetella_petrii	Bacteria
3GE3	E	AAA26002.1	103.0		34.0	300.0	pseudomonas_mendocina	Bacteria
2R2Z	A	AAO80521.1	93.0		37.0	226185.0	enterococcus_faecalis	Bacteria
1IG0	A	CAA99346.1	319.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
2W1V	A	AAF87102.1	276.0			10090.0	mus_musculus	Eukaryota
3NWO	A	ABK69809.1	330.0		36.0	246196.0	mycobacterium_smegmatis	Bacteria
3AFF	A	CCP46393.1	394.0		37.0	1773.0	mycobacterium_tuberculosis	Bacteria
4BOY	A	BAC09018.1	354.0		50.0	146786.0	thermosynechococcus_elongatus	Bacteria
2ERB	A	EAU75992.1	125.0			7165.0	anopheles_gambiae	Eukaryota
3M3G	A	CAL80757.1	120.0		25.0	413071.0	hypocrea_virens	Eukaryota
3TR8	A	AAO90744.1	186.0			777.0	coxiella_burnetii	Bacteria
1U5K	A	AAF10403.1	244.0		30.0	243230.0	deinococcus_radiodurans	Bacteria
1SM4	A	CAB71293.1	296.0			4072.0	capsicum_annuum	Eukaryota
1X3L	A	BAA29583.1	440.0		95.0	70601.0	pyrococcus_horikoshii	Archaea
4DGK	A	BAA14127.1	501.0		28.7	553.0	pantoea_ananas	Bacteria
1O5J	A	AAD36133.1	113.0		79.0	2336.0	thermotoga_maritima	Bacteria
2OZG	A	ABA24574.1	396.0		26.0	1172.0	anabaena_variabilis	Bacteria
1I9Z	A	CAA17882.1	347.0		27.5	4896.0	schizosaccharomyces_pombe	Eukaryota
1RH9	A	AAK97760.1	373.0			4081.0	solanum_lycopersicum	Eukaryota
3UKJ	A	ABD08270.1	362.0		29.0	316058.0	rhodopseudomonas_palustris	Bacteria
3EO0	A	AAH32451.1	215.0			10090.0	mus_musculus	Eukaryota
4LFY	A	CAR53675.1	372.0		30.0	216591.0	burkholderia_cenocepacia	Bacteria
2O8S	A	AAK86371.2	323.0			176299.0	agrobacterium_fabrum	Bacteria
2PG4	A	BAA79863.1	95.0		90.0	272557.0	aeropyrum_pernix	Archaea
3OFM	A	AAA51548.1	350.0		37.0	9606.0	homo_sapiens	Eukaryota
1O58	A	AAD35748.1	303.0		79.0	2336.0	thermotoga_maritima	Bacteria
4IUS	A	ADB29483.1	261.0		29.0	479435.0	kribbella_flavida	Bacteria
1U7I	A	AAG04747.1	136.0		37.0	208964.0	pseudomonas_aeruginosa	Bacteria
3L2B	A	BAB81761.1	245.0		37.0	195102.0	clostridium_perfringens	Bacteria
2IN5	A	BAA35751.1	207.0		36.0	83333.0	escherichia_coli	Bacteria
3R0O	A	ABK66468.1	273.0		37.0	243243.0	mycobacterium_avium	Bacteria
2C92	A	CCP44175.1	160.0		37.0	1773.0	mycobacterium_tuberculosis	Bacteria
1N93	X	AAB27261.1	375.0			12455.0	borna_disease	Virus
1VJE	A	AAF11932.1	166.0		30.0	1299.0	deinococcus_radiodurans	Bacteria
3QWM	A	AAH10267.1	140.0		37.0	9606.0	homo_sapiens	Eukaryota
3RK1	A	AAL80952.1	237.0		96.0	186497.0	pyrococcus_furiosus	Archaea
4U30	X	CAA38587.1			37.0	9606.0	homo_sapiens	Eukaryota
1OHU	A	CAA82573.2	175.0			6239.0	caenorhabditis_elegans	Eukaryota
4IP5	A	ABF62363.1	425.0			292414.0	ruegeria_sp	Bacteria
2GEN	A	AAG05225.1	197.0		37.0	208964.0	pseudomonas_aeruginosa	Bacteria
2YYH	A	AAC07397.1	139.0			224324.0	aquifex_aeolicus	Bacteria
2VQ2	A	AAF41684.1	225.0		37.0	487.0	neisseria_meningitidis	Bacteria
4KU0	D	AAD42485.1	96.0		37.0	10665.0	enterobacteria_phage	Virus
2EA3	A	CAM33240.1	189.0		29.0	301388.0	cellulomonas_bogoriensis	Bacteria
1YI8	B	AAF10665.1			30.0	243230.0	deinococcus_radiodurans	Bacteria
2XEP	A	AAP13501.1	458.0		28.0	1901.0	streptomyces_clavuligerus	Bacteria
1N97	A	AAS82389.1	389.0	88.0	71.0	262724.0	thermus_thermophilus	Bacteria
3TW0	A	AAM99541.1	370.0		37.0	216466.0	streptococcus_agalactiae	Bacteria
2J6A	A	CAA96327.1	141.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
3HM2	A	CAE49765.1	178.0		37.0	1717.0	corynebacterium_diphtheriae	Bacteria
2HW2	A	ABK71231.1	143.0		36.0	1772.0	mycobacterium_smegmatis	Bacteria
3GBV	A	CAH08416.1	304.0		37.0	272559.0	bacteroides_fragilis	Bacteria
1IK6	A	AAL64339.1	369.0		100.0	13773.0	pyrobaculum_aerophilum	Archaea
4CND	A	AAC75585.1	267.0		36.0	83333.0	escherichia_coli	Bacteria
2PBD	V	AAH38224.1	43.0		37.0	9606.0	homo_sapiens	Eukaryota
3RO3	A	BAC30775.1	164.0			10090.0	mus_musculus	Eukaryota
1X92	A	AAG07813.1	199.0		32.3	287.0	pseudomonas_aeruginosa	Bacteria
2E2O	A	BAB67463.1	299.0		79.0	111955.0	sulfolobus_tokodaii	Archaea
3THI	A	AAC44156.1	371.0		35.0	1423.0	bacillus_subtilis	Bacteria
2E6F	A	EAN87213.1	314.0		26.0	5693.0	trypanosoma_cruzi	Eukaryota
3OAJ	A	BAA19383.1	335.0		46.0	224308.0	bacillus_subtilis	Bacteria
4AMU	A	BAC44399.1	365.0		37.0	28227.0	mycoplasma_penetrans	Bacteria
4PMX	A	AAM39089.1	306.0		27.0	190486.0	xanthomonas_axonopodis	Bacteria
3GGN	A	AAF12292.1	155.0		30.0	243230.0	deinococcus_radiodurans	Bacteria
1WY0	A	BAA30171.1	342.0		95.0	70601.0	pyrococcus_horikoshii	Archaea
1V10	A	CAE81289.1	521.0			219653.0	rigidoporus_microporus	Eukaryota
1KLU	B	CAA26873.1	190.0		37.0	9606.0	homo_sapiens	Eukaryota
2VML	A	BAC91159.1	162.0		26.0	33072.0	gloeobacter_violaceus	Bacteria
2Y43	A	AAF80856.1	99.0		37.0	9606.0	homo_sapiens	Eukaryota
4FK7	A	EAL15945.1	229.0		31.0	1396.0	bacillus_cereus	Bacteria
3FV9	G	EAP76000.1			30.0	89187.0	roseovarius_nubinhibens	Bacteria
3N98	A	BAD85625.1	562.0		80.0	311400.0	thermococcus_kodakarensis	Archaea
4OX3	A	AAB72064.1	219.0		46.0	224308.0	bacillus_subtilis	Bacteria
1LVW	A	AAB86257.1	295.0		65.0	145262.0	methanothermobacter_thermautotrophicus	Archaea
2HJ1	A	AAX87450.1	97.0		37.0	281310.0	haemophilus_influenzae	Bacteria
3QY7	A	CAB15641.1	262.0		35.0	1423.0	bacillus_subtilis	Bacteria
1CJW	A	AAC48690.1	166.0			9940.0	ovis_aries	Eukaryota
3CIH	A	AAO76108.1	739.0		37.0	226186.0	bacteroides_thetaiotaomicron	Bacteria
3S5S	A	CAN93016.1	389.0		28.0	448385.0	sorangium_cellulosum	Bacteria
4OOU	B	ABV68808.1				187623.0	cryptopygus_antarcticus	Eukaryota
2QA9	E	AAA26819.1	185.0		27.3	1911.0	streptomyces_griseus	Bacteria
3SKQ	A	DAA10754.1	249.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
1WKQ	A	CAB13174.1	164.0		35.0	1423.0	bacillus_subtilis	Bacteria
4OKE	A	AAK46520.1	168.0		37.0	1773.0	mycobacterium_tuberculosis	Bacteria
1HTJ	F	EAW52894.1	210.0		37.0	9606.0	homo_sapiens	Eukaryota
2WUJ	A	AAB49279.1	57.0		35.0	1423.0	bacillus_subtilis	Bacteria
1N9L	A	CAC94940.1	109.0		23.0	3055.0	chlamydomonas_reinhardtii	Eukaryota
2QYA	A	AAM02181.1	124.0		98.0	190192.0	methanopyrus_kandleri	Archaea
1Z41	A	BAA12619.1	338.0		35.0	1423.0	bacillus_subtilis	Bacteria
3KYA	A	AAO78610.1	496.0		37.0	818.0	bacteroides_thetaiotaomicron	Bacteria
1SMK	A	AAA33041.1	326.0			3654.0	citrullus_lanatus	Eukaryota
4NT9	B	AAK74780.1			37.0	170187.0	streptococcus_pneumoniae	Bacteria
1HXI	A	AAD54220.1	121.0		30.0	5691.0	trypanosoma_brucei	Eukaryota
4COS	A	AAI36609.1	326.0		37.0	9606.0	homo_sapiens	Eukaryota
4MYP	A	CAD00263.1	122.0		37.0	1639.0	listeria_monocytogenes	Bacteria
2IBJ	A	AAA56985.1	88.0			7370.0	musca_domestica	Eukaryota
3OP5	A	AAI03762.1	364.0		37.0	9606.0	homo_sapiens	Eukaryota
4HCE	A	AAA99990.1	152.0		28.0	559292.0	saccharomyces_cerevisiae	Eukaryota
4H18	A	AAP23203.1	371.0		31.0	196627.0	corynebacterium_glutamicum	Bacteria
1W9S	A	BAB03955.1	142.0		30.0	86665.0	bacillus_halodurans	Bacteria
3P8R	A	AAF94052.1	302.0		33.0	666.0	vibrio_cholerae	Bacteria
3QHQ	A	EFV97264.1	229.0		37.0	888745.0	streptococcus_agalactiae	Bacteria
1TF4	A	AAB42155.1	605.0		49.5	2021.0	thermobifida_fusca	Bacteria
3KKY	A	AAF10851.1	211.0		30.0	1299.0	deinococcus_radiodurans	Bacteria
2RFA	A	AAH16101.1	232.0			10090.0	mus_musculus	Eukaryota
2V40	A	CAA47123.1	459.0		37.0	9606.0	homo_sapiens	Eukaryota
4AZ6	A	AAC41450.1	435.0		37.0	170187.0	streptococcus_pneumoniae	Bacteria
1E5M	A	BAA17311.1	416.0		35.0	1148.0	synechocystis_sp	Bacteria
3SAO	A	AAA53371.1	160.0		41.0	9031.0	gallus_gallus	Eukaryota
1L6J	A	AAA51539.1	425.0		37.0	9606.0	homo_sapiens	Eukaryota
2IUJ	A	AAB67732.1	853.0			3847.0	glycine_max	Eukaryota
3TRT	A	BAB71275.1	77.0		37.0	9606.0	homo_sapiens	Eukaryota
3SJU	A	AAP85364.1	279.0		27.0	1943.0	streptomyces_griseoruber	Bacteria
4F01	A	AAA23694.1	241.0		36.0	83333.0	escherichia_coli	Bacteria
1SAZ	A	AAD36821.1	381.0		79.0	2336.0	thermotoga_maritima	Bacteria
1KXI	A	CAA90964.1	62.0			8656.0	naja_atra	Eukaryota
3MQT	A	ABV88562.1	394.0		25.0	398579.0	shewanella_pealeana	Bacteria
4K46	A	CAG19435.1	214.0		13.0	74109.0	photobacterium_profundum	Bacteria
2F9W	A	AAG07667.1	271.0		37.0	208964.0	pseudomonas_aeruginosa	Bacteria
4GCO	A	CCD63252.1	126.0			6239.0	caenorhabditis_elegans	Eukaryota
2GFO	A	BAG59120.1	396.0		37.0	9606.0	homo_sapiens	Eukaryota
4Q0K	A	AES70428.1	162.0			3880.0	medicago_truncatula	Eukaryota
2ITM	A	AAC76588.1	484.0		37.0	562.0	escherichia_coli	Bacteria
3M8A	A	ACT22517.1	76.0			641809.0	influenza_a	Virus
3LS2	A	CAI86460.1	280.0		24.0	326442.0	pseudoalteromonas_haloplanktis	Bacteria
4R3I	A	BAB85552.1	166.0		37.0	9606.0	homo_sapiens	Eukaryota
3I84	A	BAC67167.1	98.0		37.0	9606.0	homo_sapiens	Eukaryota
3OSE	A	EAW93299.1	120.0		37.0	9606.0	homo_sapiens	Eukaryota
1I7N	A	AAA42101.1	309.0			10116.0	rattus_norvegicus	Eukaryota
3F4L	A	BAE77853.1	345.0		36.0	83333.0	escherichia_coli	Bacteria
2REI	A	EAW48518.1	318.0		37.0	9606.0	homo_sapiens	Eukaryota
3WTD	A	AAH02613.2	168.0		37.0	9606.0	homo_sapiens	Eukaryota
2FUL	A	CAA97991.1	177.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
4MAK	A	AAC75796.2	94.0		36.0	511145.0	escherichia_coli	Bacteria
2I7R	A	AAK74872.1	118.0		37.0	1313.0	streptococcus_pneumoniae	Bacteria
4OQZ	A	EPH40181.1	289.0		28.0	1286094.0	streptomyces_aurantiacus	Bacteria
3PGX	A	AAS06696.1	280.0		37.0	1770.0	mycobacterium_paratuberculosis	Bacteria
3U55	A	BAA29311.1	238.0		95.0	70601.0	pyrococcus_horikoshii	Archaea
2W9H	A	CAA78910.1	159.0		37.0	1280.0	staphylococcus_aureus	Bacteria
4GIC	A	AAU92021.1	423.0		41.0	243233.0	methylococcus_capsulatus	Bacteria
3CTY	A	CAC12113.1	319.0		59.0	2303.0	thermoplasma_acidophilum	Archaea
2V3B	B	AAG08735.1	55.0		37.0	208964.0	pseudomonas_aeruginosa	Bacteria
4GJ4	A	AAC61263.1	126.0			7130.0	manduca_sexta	Eukaryota
2V54	A	AAA48180.1	204.0			10249.0	vaccinia_virus	Virus
1LBA	A	CAA24403.1	146.0			10760.0	enterobacteria_phage	Virus
1RXD	A	AAH55039.1	159.0		37.0	9606.0	homo_sapiens	Eukaryota
3OCJ	A	CAE36365.1	305.0		37.0	519.0	bordetella_parapertussis	Bacteria
4ICN	A	EDP98902.1	300.0		5.0	43661.0	shewanella_benthica	Bacteria
3PA8	A	CAJ67492.1	254.0			272563.0	peptoclostridium_difficile	Bacteria
4HNY	A	DAA11815.1	863.0		28.0	559292.0	saccharomyces_cerevisiae	Eukaryota
4IGQ	A	EEE62643.1	360.0			39947.0	oryza_sativa	Eukaryota
1R3D	A	AAF95122.1	264.0		33.0	666.0	vibrio_cholerae	Bacteria
4F8X	A	ACP27611.1	335.0		24.0	5083.0	penicillium_canescens	Eukaryota
1DXJ	A	CAA07413.1	242.0			3823.0	canavalia_ensiformis	Eukaryota
1VI2	A	AAC74762.1	300.0		37.0	562.0	escherichia_coli	Bacteria
1A88	A	AAA18642.1	275.0		27.0	1916.0	streptomyces_lividans	Bacteria
2PQX	A	AAA24548.1	245.0		37.0	562.0	escherichia_coli	Bacteria
4A4Z	A	AAB82356.1	997.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
1L7A	A	CAB12112.1	318.0		35.0	1423.0	bacillus_subtilis	Bacteria
4C2V	D	AAC60120.1			15.0	8355.0	xenopus_laevis	Eukaryota
3KNB	A	CAD28458.1	100.0		37.0	9606.0	homo_sapiens	Eukaryota
4Q6B	A	ACL18179.1	356.0		34.0	272564.0	desulfitobacterium_hafniense	Bacteria
1V47	A	BAD70489.1	349.0		72.0	274.0	thermus_thermophilus	Bacteria
2HD3	A	AAC75509.1	103.0		36.0	199310.0	escherichia_coli	Bacteria
2HHG	A	CAE29055.1	139.0		29.0	258594.0	rhodopseudomonas_palustris	Bacteria
3SKV	A	ADE34494.1	385.0		28.0	746675.0	streptomyces_sp	Bacteria
4U4C	A	CAA89341.1	998.0		28.0	559292.0	saccharomyces_cerevisiae	Eukaryota
3HEM	A	CCP43240.1	302.0		37.0	1773.0	mycobacterium_tuberculosis	Bacteria
